train 0th true-red pred-bluetraintrue,-0.664555013179779,-0.6441459059715271,-0.6200000047683716,-0.6638830304145813,-0.7262457609176636,-0.5665647387504578,-0.5225098133087158,-0.42305436730384827,-0.39939388632774353,-0.4163675308227539,-0.3634185492992401,-0.4152109920978546,-0.33583229780197144,-0.3259364366531372,-0.2946036159992218,-0.19488750398159027,-0.07208104431629181,0.022259527817368507,0.46095988154411316,0.3446122109889984,0.8879806995391846,1.382554054260254,2.089460849761963,3.5190913677215576,2.369452714920044,2.105994701385498,2.256908655166626,2.0174286365509033,1.669208288192749,1.2640072107315063,1.0421769618988037,0.7939984798431396,0.6062702536582947,0.6824887990951538,0.5312327742576599,0.2668624818325043,0.132498636841774,-0.0660620778799057,-0.2525441348552704,-0.376743346452713,-0.44799357652664185,-0.5249858498573303,-0.5328618288040161,-0.5430101752281189,-0.589158296585083,-0.5633394718170166,-0.6676906943321228,-0.6673405170440674
train 0th true-red pred-bluetrainpred,0.03621789813041687,-0.011769920587539673,-0.08043065667152405,0.24969123303890228,-0.33992207050323486,0.06790189445018768,-0.2349441945552826,-0.28254520893096924,0.4153568148612976,-0.009858518838882446,0.06787765026092529,-0.1013927012681961,-0.49866074323654175,-0.15176187455654144,0.053308531641960144,-0.1950538605451584,0.08974938094615936,0.19568170607089996,-0.29127734899520874,-0.22071905434131622,-0.10168585181236267,-0.1578252911567688,-0.7114821076393127,0.07658945024013519,-0.1938890516757965,-0.17666800320148468,-0.1941700130701065,-0.08062408864498138,-0.10025898367166519,-0.36324989795684814,-0.561604380607605,-0.7548997402191162,-0.4260157346725464,-0.13867169618606567,-0.30378347635269165,-0.43967345356941223,-0.551692545413971,-0.38401132822036743,-0.26709967851638794,-0.1023314893245697,-0.6952896118164062,-0.8680701851844788,-0.3965548276901245,-0.15402495861053467,-0.40268152952194214,-0.025518253445625305,-0.798887312412262,-0.21422450244426727
train 15th true-red pred-bluetraintrue,-0.5163524150848389,-0.5147234797477722,-0.6032698750495911,-0.664555013179779,-0.6441459059715271,-0.6200000047683716,-0.6638830304145813,-0.7262457609176636,-0.5665647387504578,-0.5225098133087158,-0.42305436730384827,-0.39939388632774353,-0.4163675308227539,-0.3634185492992401,-0.4152109920978546,-0.33583229780197144,-0.3259364366531372,-0.2946036159992218,-0.19488750398159027,-0.07208104431629181,0.022259527817368507,0.46095988154411316,0.3446122109889984,0.8879806995391846,1.382554054260254,2.089460849761963,3.5190913677215576,2.369452714920044,2.105994701385498,2.256908655166626,2.0174286365509033,1.669208288192749,1.2640072107315063,1.0421769618988037,0.7939984798431396,0.6062702536582947,0.6824887990951538,0.5312327742576599,0.2668624818325043,0.132498636841774,-0.0660620778799057,-0.2525441348552704,-0.376743346452713,-0.44799357652664185,-0.5249858498573303,-0.5328618288040161,-0.5430101752281189,-0.589158296585083
train 15th true-red pred-bluetrainpred,-0.7216926217079163,-0.9141362905502319,-0.9817751049995422,-0.9984658360481262,-1.2595465183258057,-1.206497073173523,-0.9550674557685852,-1.3009743690490723,-1.1404197216033936,-1.0286651849746704,-1.0094852447509766,-0.7525596022605896,-0.8028944730758667,-0.6860082745552063,-0.5755712985992432,-0.5258771777153015,-0.4873122274875641,-0.44327154755592346,-0.5491886138916016,-0.3562985956668854,-0.18355850875377655,-0.11368164420127869,-0.4181269705295563,0.055576056241989136,0.010459788143634796,0.02893511950969696,0.2529833912849426,0.36094653606414795,-0.040195852518081665,0.3773459196090698,0.40633639693260193,0.40599989891052246,0.3030634820461273,0.37289804220199585,0.4132344424724579,0.45037901401519775,0.1756758987903595,0.03157685697078705,-0.10334659367799759,-0.2091720700263977,-0.36866235733032227,-0.2841688394546509,-0.4375738501548767,-0.32301878929138184,-0.48015129566192627,-0.5088373422622681,-0.4402617812156677,-0.6012648344039917
train 0th true-red pred-bluetraintrue,0.5931898355484009,0.21231713891029358,-0.16040265560150146,-0.19399158656597137,-0.41615575551986694,-0.42482176423072815,-0.4738694429397583,-0.40001288056373596,-0.4652685821056366,-0.538571298122406,-0.4150073528289795,-0.4827064871788025,-0.6007482409477234,-0.6373760104179382,-0.6884695887565613,-0.7671738862991333,-0.800072968006134,-0.7445657253265381,-0.8105674386024475,-0.7762601375579834,-0.8596012592315674,-0.8085850477218628,-0.8683568835258484,-0.7089740037918091,-0.6846480965614319,-0.7212131023406982,-0.5936704874038696,-0.620891809463501,-0.45801976323127747,-0.4240643084049225,-0.35285481810569763,-0.3264577090740204,-0.12737572193145752,-0.21942761540412903,-0.1050102487206459,0.07074519246816635,0.028254058212041855,0.1664622277021408,0.5008935928344727,1.1147303581237793,1.2561231851577759,0.7240758538246155,0.41649773716926575,0.5037116408348083,0.5527674555778503,0.6413089632987976,0.7406911253929138,1.1314841508865356
train 0th true-red pred-bluetrainpred,0.607703447341919,0.18552273511886597,0.545640230178833,-0.22626906633377075,-0.23740094900131226,-0.8984154462814331,-0.3141840696334839,-0.8267278671264648,-0.5639560222625732,-1.0084662437438965,-1.2666690349578857,-0.6887758374214172,-1.1203758716583252,-1.524003505706787,-0.9508285522460938,-1.149202585220337,-1.7352979183197021,-1.3329111337661743,-0.6082624793052673,-1.1966745853424072,-1.3013092279434204,-0.8154942393302917,-0.744956910610199,-0.737613320350647,-0.389942467212677,-0.340411901473999,-0.6332302689552307,-0.611663281917572,-0.10439950227737427,-0.5675584673881531,0.2766870856285095,0.5768187642097473,-0.22222429513931274,0.3300962448120117,1.0304239988327026,0.5837407112121582,0.5803728103637695,0.5601632595062256,0.7811506986618042,0.7781310081481934,0.9408897161483765,0.7338314056396484,0.5459259152412415,0.48529961705207825,0.6675679087638855,0.06473255157470703,0.6736778020858765,0.3393312990665436
train 15th true-red pred-bluetraintrue,0.6824887990951538,0.5312327742576599,0.2668624818325043,0.132498636841774,-0.0660620778799057,-0.2525441348552704,-0.376743346452713,-0.44799357652664185,-0.5249858498573303,-0.5328618288040161,-0.5430101752281189,-0.589158296585083,-0.5633394718170166,-0.6676906943321228,-0.6673405170440674,-0.6807353496551514,-0.7408134341239929,-0.7145327925682068,-0.8209479451179504,-0.8271574974060059,-0.8138896822929382,-0.8259528875350952,-0.8018428087234497,-0.7967865467071533,-0.7820860743522644,-0.6849665641784668,-0.6032047271728516,-0.5573693513870239,-0.5240573287010193,-0.40156853199005127,-0.4745698869228363,-0.38141030073165894,-0.3452557623386383,-0.2978452146053314,-0.22179773449897766,-0.1276526302099228,-0.11207173764705658,-0.013593637384474277,0.30186858773231506,0.35076963901519775,0.5127767324447632,1.1564233303070068,2.321577787399292,2.0702474117279053,1.4845832586288452,1.3224213123321533,1.3491442203521729,1.123233437538147
train 15th true-red pred-bluetrainpred,0.33093833923339844,0.21214300394058228,0.2973734140396118,0.32194972038269043,0.26058369874954224,0.3819947838783264,0.22142678499221802,0.13937228918075562,0.007872343063354492,0.13965564966201782,0.19251513481140137,-0.025955021381378174,-0.06999048590660095,0.015380114316940308,-0.2547377645969391,-0.29899120330810547,-0.3496670126914978,-0.30024105310440063,-0.6399515867233276,-0.5513342618942261,-0.39136144518852234,-0.5049237012863159,-0.6019493341445923,-0.6294874548912048,-0.5698446035385132,-0.41841286420822144,-0.43072402477264404,-0.4527336359024048,-0.4165491461753845,-0.1675087809562683,-0.41720855236053467,-0.34073758125305176,-0.4986801743507385,-0.16569304466247559,-0.24540871381759644,-0.10427361726760864,0.25519895553588867,0.5328433513641357,0.6561117172241211,0.6241439580917358,0.7341299653053284,0.8656547665596008,0.9449442028999329,1.1638593673706055,1.1383984088897705,1.1431163549423218,0.9842784404754639,1.0034352540969849
train 0th true-red pred-bluetraintrue,2.057427406311035,2.016361713409424,2.562312126159668,3.5259411334991455,4.361135959625244,4.86646032333374,4.733081817626953,4.016213893890381,2.8231313228607178,1.8770703077316284,1.4311047792434692,0.7738320827484131,0.5954295992851257,0.576322078704834,0.7377590537071228,0.7131049036979675,0.13600902259349823,0.1036418154835701,0.11450690031051636,0.18647386133670807,0.30440160632133484,0.29062071442604065,0.13260452449321747,0.18682408332824707,0.1491953730583191,0.12743261456489563,0.009513001888990402,-0.17414283752441406,-0.19906575977802277,-0.42108333110809326,-0.45821523666381836,-0.528602123260498,-0.5054221749305725,-0.5362825989723206,-0.5010321736335754,-0.552344024181366,-0.5302554965019226,-0.45816636085510254,-0.6232358813285828,-0.613297700881958,-0.6060822606086731,-0.6804152727127075,-0.650115966796875,-0.7002159357070923,-0.7310031056404114,-0.7181612849235535,-0.7381582260131836,-0.7270756959915161
train 0th true-red pred-bluetrainpred,1.5149178504943848,1.7906148433685303,2.091709613800049,1.8753418922424316,1.704197645187378,1.509118676185608,1.493999719619751,1.5981884002685547,1.468690276145935,1.3363749980926514,1.148785948753357,1.2304892539978027,0.5071801543235779,0.6488513350486755,0.6695327162742615,0.7796846032142639,0.9841882586479187,1.0040748119354248,1.2123711109161377,1.3162868022918701,1.2308135032653809,1.2254012823104858,1.2267682552337646,1.1937294006347656,1.047889232635498,0.8630037903785706,0.5598739385604858,0.30881693959236145,0.2796957492828369,-0.08278980851173401,-0.2052389681339264,-0.16698436439037323,-0.15366363525390625,-0.443678081035614,-0.2411411553621292,-0.19685949385166168,0.14726293087005615,0.039784952998161316,-0.17502160370349884,-0.02635946124792099,-0.2966173589229584,-0.1686534434556961,-0.42043745517730713,-0.2762477993965149,-0.7218065857887268,-0.5739657282829285,-0.6274842023849487,-0.37966489791870117
